movie_id,title,year,imdb_score,director
2820852,Furious 7 ,2015.0,7.2,James Wan
816711,World War Z ,2013.0,7.0,Marc Forster
1877832,X-Men: Days of Future Past ,2014.0,8.0,Bryan Singer
1408101,Star Trek Into Darkness ,2013.0,7.8,J.J. Abrams
1351685,Jack the Giant Slayer ,2013.0,6.3,Bryan Singer
473075,Prince of Persia: The Sands of Time ,2010.0,6.6,Mike Newell
1663662,Pacific Rim ,2013.0,7.0,Guillermo del Toro
1399103,Transformers: Dark of the Moon ,2011.0,6.3,Michael Bay
367882,Indiana Jones and the Kingdom of the Crystal Skull ,2008.0,6.2,Steven Spielberg
1979388,The Good Dinosaur ,2015.0,6.8,Peter Sohn
1217209,Brave ,2012.0,7.2,Mark Andrews
2660888,Star Trek Beyond ,2016.0,7.5,Justin Lin
910970,WALL·E ,2008.0,8.4,Andrew Stanton
293564,Rush Hour 3 ,2007.0,6.2,Brett Ratner
1190080,2012 ,2009.0,5.8,Roland Emmerich
1067106,A Christmas Carol ,2009.0,6.8,Robert Zemeckis
1617661,Jupiter Ascending ,2015.0,5.4,Lana Wachowski
363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",2005.0,6.9,Andrew Adamson
3385516,X-Men: Apocalypse ,2016.0,7.3,Bryan Singer
468569,The Dark Knight ,2008.0,9.0,Christopher Nolan
1049413,Up ,2009.0,8.3,Pete Docter
892782,Monsters vs. Aliens ,2009.0,6.5,Rob Letterman
371746,Iron Man ,2008.0,7.9,Jon Favreau
970179,Hugo ,2011.0,7.5,Martin Scorsese
120891,Wild Wild West ,1999.0,4.8,Barry Sonnenfeld
859163,The Mummy: Tomb of the Dragon Emperor ,2008.0,5.2,Rob Cohen
1386697,Suicide Squad ,2016.0,6.9,David Ayer
413099,Evan Almighty ,2007.0,5.4,Tom Shadyac
1631867,Edge of Tomorrow ,2014.0,7.9,Doug Liman
114898,Waterworld ,1995.0,6.1,Kevin Reynolds
1046173,G.I. Joe: The Rise of Cobra ,2009.0,5.8,Stephen Sommers
2096673,Inside Out ,2015.0,8.3,Pete Docter
1228705,Iron Man 2 ,2010.0,7.0,Jon Favreau
1735898,Snow White and the Huntsman ,2012.0,6.1,Rupert Sanders
1587310,Maleficent ,2014.0,7.0,Robert Stromberg
2103281,Dawn of the Planet of the Apes ,2014.0,7.6,Matt Reeves
1335975,47 Ronin ,2013.0,6.3,Carl Rinsch
1843866,Captain America: The Winter Soldier ,2014.0,7.8,Anthony Russo
892791,Shrek Forever After ,2010.0,6.4,Mike Mitchell
1964418,Tomorrowland ,2015.0,6.5,Brad Bird
2245084,Big Hero 6 ,2014.0,7.9,Don Hall
1772341,Wreck-It Ralph ,2012.0,7.8,Rich Moore
338348,The Polar Express ,2004.0,6.6,Robert Zemeckis
1628841,Independence Day: Resurgence ,2016.0,5.5,Roland Emmerich
892769,How to Train Your Dragon ,2010.0,8.2,Dean DeBlois
181852,Terminator 3: Rise of the Machines ,2003.0,6.4,Jonathan Mostow
2015381,Guardians of the Galaxy ,2014.0,8.1,James Gunn
816692,Interstellar ,2014.0,8.6,Christopher Nolan
1375666,Inception ,2010.0,8.8,Christopher Nolan
903624,The Hobbit: An Unexpected Journey ,2012.0,7.9,Peter Jackson
421715,The Curious Case of Benjamin Button ,2008.0,7.8,David Fincher
1270798,X-Men: First Class ,2011.0,7.8,Matthew Vaughn
1951266,The Hunger Games: Mockingjay - Part 2 ,2015.0,6.6,Francis Lawrence
963966,The Sorcerer's Apprentice ,2010.0,6.1,Jon Turteltaub
409182,Poseidon ,2006.0,5.6,Wolfgang Petersen
2567026,Alice Through the Looking Glass ,2016.0,6.4,James Bobin
413267,Shrek the Third ,2007.0,6.1,Chris Miller
803096,Warcraft ,2016.0,7.3,Duncan Jones
1340138,Terminator Genisys ,2015.0,6.6,Alan Taylor
980970,The Chronicles of Narnia: The Voyage of the Dawn Treader ,2010.0,6.3,Michael Apted
213149,Pearl Harbor ,2001.0,6.1,Michael Bay
418279,Transformers ,2007.0,7.1,Michael Bay
346491,Alexander ,2004.0,5.5,Oliver Stone
373889,Harry Potter and the Order of the Phoenix ,2007.0,7.5,David Yates
330373,Harry Potter and the Goblet of Fire ,2005.0,7.6,Mike Newell
448157,Hancock ,2008.0,6.4,Peter Berg
480249,I Am Legend ,2007.0,7.2,Francis Lawrence
367594,Charlie and the Chocolate Factory ,2005.0,6.7,Tim Burton
382932,Ratatouille ,2007.0,8.0,Brad Bird
372784,Batman Begins ,2005.0,8.3,Christopher Nolan
479952,Madagascar: Escape 2 Africa ,2008.0,6.7,Eric Darnell
1078912,Night at the Museum: Battle of the Smithsonian ,2009.0,5.9,Shawn Levy
458525,X-Men Origins: Wolverine ,2009.0,6.7,Gavin Hood
242653,The Matrix Revolutions ,2003.0,6.7,Lana Wachowski
2294629,Frozen ,2013.0,7.6,Chris Buck
234215,The Matrix Reloaded ,2003.0,7.2,Lana Wachowski
1981115,Thor: The Dark World ,2013.0,7.1,Alan Taylor
1392190,Mad Max: Fury Road ,2015.0,8.1,George Miller
808151,Angels & Demons ,2009.0,6.7,Ron Howard
800369,Thor ,2011.0,7.0,Kenneth Branagh
397892,Bolt ,2008.0,6.9,Byron Howard
436339,G-Force ,2009.0,5.1,Hoyt Yeatman
1646987,Wrath of the Titans ,2012.0,5.8,Jonathan Liebesman
1077368,Dark Shadows ,2012.0,6.2,Tim Burton
2381249,Mission: Impossible - Rogue Nation ,2015.0,7.4,Christopher McQuarrie
780653,The Wolfman ,2010.0,5.8,Joe Johnston
918940,The Legend of Tarzan ,2016.0,6.6,David Yates
389790,Bee Movie ,2007.0,6.2,Steve Hickner
1302011,Kung Fu Panda 2 ,2011.0,7.3,Jennifer Yuh Nelson
938283,The Last Airbender ,2010.0,4.2,M. Night Shyamalan
317919,Mission: Impossible III ,2006.0,6.9,J.J. Abrams
2334879,White House Down ,2013.0,6.4,Roland Emmerich
1305591,Mars Needs Moms ,2011.0,5.4,Simon Wells
424095,Flushed Away ,2006.0,6.7,David Bowers
864835,Mr. Peabody & Sherman ,2014.0,6.9,Rob Minkoff
332452,Troy ,2004.0,7.2,Wolfgang Petersen
1277953,Madagascar 3: Europe's Most Wanted ,2012.0,6.9,Eric Darnell
246460,Die Another Day ,2002.0,6.1,Lee Tamahori
120591,Armageddon ,1998.0,6.6,Michael Bay
120912,Men in Black II ,2002.0,6.1,Barry Sonnenfeld
442933,Beowulf ,2007.0,6.3,Robert Zemeckis
2267968,Kung Fu Panda 3 ,2016.0,7.2,Alessandro Carloni
1229238,Mission: Impossible - Ghost Protocol ,2011.0,7.4,Brad Bird
1446192,Rise of the Guardians ,2012.0,7.3,Peter Ramsey
369441,Fun with Dick and Jane ,2005.0,6.1,Dean Parisot
325710,The Last Samurai ,2003.0,7.7,Edward Zwick
796366,Star Trek ,2009.0,8.0,J.J. Abrams
145487,Spider-Man ,2002.0,7.3,Sam Raimi
1646971,How to Train Your Dragon 2 ,2014.0,7.9,Dean DeBlois
2404233,Gods of Egypt ,2016.0,5.5,Alex Proyas
382992,Stealth ,2005.0,5.0,Rob Cohen
409459,Watchmen ,2009.0,7.7,Zack Snyder
122151,Lethal Weapon 4 ,1998.0,6.6,Richard Donner
286716,Hulk ,2003.0,5.7,Ang Lee
1583421,G.I. Joe: Retaliation ,2013.0,5.8,Jon M. Chu
318649,Sahara ,2005.0,6.0,Breck Eisner
173840,Final Fantasy: The Spirits Within ,2001.0,6.4,Hironobu Sakaguchi
458339,Captain America: The First Avenger ,2011.0,6.9,Joe Johnston
143145,The World Is Not Enough ,1999.0,6.4,Michael Apted
311113,Master and Commander: The Far Side of the World ,2003.0,7.4,Peter Weir
1402488,Happy Feet 2 ,2011.0,5.9,George Miller
800080,The Incredible Hulk ,2008.0,6.8,Louis Leterrier
86759,Miami Vice             ,,7.5,
3691740,The BFG ,2016.0,6.8,Steven Spielberg
1663202,The Revenant ,2015.0,8.1,Alejandro G. Iñárritu
1860353,Turbo ,2013.0,6.5,David Soren
1192628,Rango ,2011.0,7.2,Gore Verbinski
1911658,Penguins of Madagascar ,2014.0,6.7,Eric Darnell
440963,The Bourne Ultimatum ,2007.0,8.1,Paul Greengrass
441773,Kung Fu Panda ,2008.0,7.6,Mark Osborne
478970,Ant-Man ,2015.0,7.4,Peyton Reed
1951264,The Hunger Games: Catching Fire ,2013.0,7.6,Francis Lawrence
1673434,The Twilight Saga: Breaking Dawn - Part 2 ,2012.0,5.5,Bill Condon
407304,War of the Worlds ,2005.0,6.5,Steven Spielberg
172156,Bad Boys II ,2003.0,6.6,Michael Bay
448694,Puss in Boots ,2011.0,6.7,Chris Miller
944835,Salt ,2010.0,6.4,Phillip Noyce
1959490,Noah ,2014.0,5.8,Darren Aronofsky
983193,The Adventures of Tintin ,2011.0,7.4,Steven Spielberg
304141,Harry Potter and the Prisoner of Azkaban ,2004.0,7.8,Alfonso Cuarón
455824,Australia ,2008.0,6.6,Baz Luhrmann
1815862,After Earth ,2013.0,4.9,M. Night Shyamalan
130623,Dinosaur ,2000.0,6.5,Eric Leighton
1680310,Harry Potter and the Deathly Hallows: Part II ,2011.0,7.5,Matt Birch
2692250,Night at the Museum: Secret of the Tomb ,2014.0,6.2,Shawn Levy
1001526,Megamind ,2010.0,7.3,Tom McGrath
241527,Harry Potter and the Sorcerer's Stone ,2001.0,7.5,Chris Columbus
790736,R.I.P.D. ,2013.0,5.6,Robert Schwentke
4262980,Godzilla Resurgence ,2016.0,8.2,Hideaki Anno
325980,Pirates of the Caribbean: The Curse of the Black Pearl ,2003.0,8.1,Gore Verbinski
1571403,Harry Potter and the Deathly Hallows: Part I ,2010.0,6.4,Matt Birch
1951265,The Hunger Games: Mockingjay - Part 1 ,2014.0,6.7,Francis Lawrence
382625,The Da Vinci Code ,2006.0,6.6,Ron Howard
2357291,Rio 2 ,2014.0,6.4,Carlos Saldanha
290334,X-Men 2 ,2003.0,7.5,Bryan Singer
1596343,Fast Five ,2011.0,7.3,Justin Lin
1515091,Sherlock Holmes: A Game of Shadows ,2011.0,7.5,Guy Ritchie
120657,The 13th Warrior ,1999.0,6.6,John McTiernan
1194173,The Bourne Legacy ,2012.0,6.7,Tony Gilroy
118688,Batman & Robin ,1997.0,3.7,Joel Schumacher
170016,How the Grinch Stole Christmas ,2000.0,6.0,Ron Howard
319262,The Day After Tomorrow ,2004.0,6.4,Roland Emmerich
120755,Mission: Impossible II ,2000.0,6.1,John Woo
177971,The Perfect Storm ,2000.0,6.4,Wolfgang Petersen
486576,Fantastic 4: Rise of the Silver Surfer ,2007.0,5.6,Tim Story
454876,Life of Pi ,2012.0,8.0,Ang Lee
259324,Ghost Rider ,2007.0,5.2,Mark Steven Johnson
4196776,Jason Bourne ,2016.0,7.1,Paul Greengrass
305357,Charlie's Angels: Full Throttle ,2003.0,4.8,McG
1446714,Prometheus ,2012.0,7.0,Ridley Scott
243585,Stuart Little 2 ,2002.0,5.4,Rob Minkoff
1535108,Elysium ,2013.0,6.6,Neill Blomkamp
296572,The Chronicles of Riddick ,2004.0,6.7,David Twohy
811080,Speed Racer ,2008.0,6.1,Lana Wachowski
1341188,How Do You Know ,2010.0,5.3,James L. Brooks
1013743,Knight and Day ,2010.0,6.3,James Mangold
1483013,Oblivion ,2013.0,7.0,Joseph Kosinski
121766,Star Wars: Episode III - Revenge of the Sith ,2005.0,7.6,George Lucas
121765,Star Wars: Episode II - Attack of the Clones ,2002.0,6.7,George Lucas
198781,"Monsters, Inc. ",2001.0,8.1,Pete Docter
1430132,The Wolverine ,2013.0,6.7,James Mangold
120915,Star Wars: Episode I - The Phantom Menace ,1999.0,6.5,George Lucas
481499,The Croods ,2013.0,7.3,Kirk De Micco
463872,Asterix at the Olympic Games ,2008.0,5.1,Frédéric Forestier
245562,Windtalkers ,2002.0,6.0,John Woo
2381991,The Huntsman: Winter's War ,2016.0,6.1,Cedric Nicolas-Troyan
1454468,Gravity ,2013.0,7.8,Alfonso Cuarón
118928,Dante's Peak ,1997.0,5.8,Roger Donaldson
3949660,Teenage Mutant Ninja Turtles: Out of the Shadows ,2016.0,6.3,Dave Green
477347,Night at the Museum ,2006.0,6.4,Shawn Levy
2126355,San Andreas ,2015.0,6.1,Brad Peyton
120347,Tomorrow Never Dies ,1997.0,6.5,Roger Spottiswoode
187393,The Patriot ,2000.0,7.1,Roland Emmerich
349903,Ocean's Twelve ,2004.0,6.4,Steven Soderbergh
356910,Mr. & Mrs. Smith ,2005.0,6.5,Doug Liman
2908446,Insurgent ,2015.0,6.3,Robert Schwentke
338751,The Aviator ,2004.0,7.5,Martin Scorsese
1320261,Gulliver's Travels ,2010.0,4.9,Rob Letterman
990407,The Green Hornet ,2011.0,5.8,Michel Gondry
84967,The A-Team             ,,7.6,
1253863,300: Rise of an Empire ,2014.0,6.2,Noam Murro
472181,The Smurfs ,2011.0,5.5,Raja Gosnell
299172,Home on the Range ,2004.0,5.4,Will Finn
3410834,Allegiant ,2016.0,5.8,Robert Schwentke
433035,Real Steel ,2011.0,7.1,Shawn Levy
2017020,The Smurfs 2 ,2013.0,5.4,Raja Gosnell
120179,Speed 2: Cruise Control ,1997.0,3.7,Jan de Bont
1731141,Ender's Game ,2013.0,6.7,Gavin Hood
337978,Live Free or Die Hard ,2007.0,7.2,Len Wiseman
120737,The Lord of the Rings: The Fellowship of the Ring ,2001.0,8.8,Peter Jackson
248667,Ali ,2001.0,6.8,Michael Mann
312528,The Cat in the Hat ,2003.0,3.8,Bo Welch
343818,"I, Robot ",2004.0,7.1,Alex Proyas
320661,Kingdom of Heaven ,2005.0,7.2,Ridley Scott
164912,Stuart Little ,1999.0,5.9,Rob Minkoff
780521,The Princess and the Frog ,2009.0,7.1,Ron Clements
3659388,The Martian ,2015.0,8.1,Ridley Scott
1869849,"10,000 B.C.             ",,7.2,Christopher Barnard
141907,Town & Country ,2001.0,4.4,Peter Chelsom
187078,Gone in Sixty Seconds ,2000.0,6.5,Dominic Sena
172495,Gladiator ,2000.0,8.5,Ridley Scott
181689,Minority Report ,2002.0,7.7,Steven Spielberg
295297,Harry Potter and the Chamber of Secrets ,2002.0,7.4,Chris Columbus
103064,Terminator 2: Judgment Day ,1991.0,8.5,James Cameron
1152836,Public Enemies ,2009.0,7.0,Michael Mann
765429,American Gangster ,2007.0,7.8,Ridley Scott
111503,True Lies ,1994.0,7.2,James Cameron
1111422,The Taking of Pelham 1 2 3 ,2009.0,6.4,Tony Scott
970866,Little Fockers ,2010.0,5.5,Paul Weitz
1386588,The Other Guys ,2010.0,6.7,Adam McKay
116213,Eraser ,1996.0,6.1,Chuck Russell
1853728,Django Unchained ,2012.0,8.5,Quentin Tarantino
116583,The Hunchback of Notre Dame ,1996.0,6.9,Gary Trousdale
120917,The Emperor's New Groove ,2000.0,7.3,Mark Dindal
1764651,The Expendables 2 ,2012.0,6.7,Simon West
368891,National Treasure ,2004.0,6.9,Jon Turteltaub
449010,Eragon ,2006.0,5.1,Stefen Fangmeier
386117,Where the Wild Things Are ,2009.0,6.8,Spike Jonze
848537,Epic ,2013.0,6.7,Chris Wedge
146675,End of Days ,1999.0,5.7,Peter Hyams
450259,Blood Diamond ,2006.0,8.0,Edward Zwick
993846,The Wolf of Wall Street ,2013.0,8.2,Martin Scorsese
112462,Batman Forever ,1995.0,5.4,Joel Schumacher
120201,Starship Troopers ,1997.0,7.2,Paul Verhoeven
1371111,Cloud Atlas ,2012.0,7.5,Tom Tykwer
1219342,Legend of the Guardians: The Owls of Ga'Hoole ,2010.0,7.0,Zack Snyder
327554,Catwoman ,2004.0,3.3,Pitof
133240,Treasure Planet ,2002.0,7.1,Ron Clements
457400,Land of the Lost ,2009.0,5.4,Brad Silberling
2333784,The Expendables 3 ,2014.0,6.1,Patrick Hughes
362165,Son of the Mask ,2005.0,2.2,Lawrence Guterman
1390411,In the Heart of the Sea ,2015.0,7.0,Ron Howard
180052,The Adventures of Pluto Nash ,2002.0,3.8,Ron Underwood
947810,Green Zone ,2010.0,6.9,Paul Greengrass
2452042,The Peanuts Movie ,2015.0,7.2,Steve Martino
120176,The Spanish Prisoner ,1997.0,7.3,David Mamet
209163,The Mummy Returns ,2001.0,6.3,Stephen Sommers
217505,Gangs of New York ,2002.0,7.5,Martin Scorsese
1410063,The Flowers of War ,2011.0,7.6,Yimou Zhang
423294,Surf's Up ,2007.0,6.8,Ash Brannon
327162,The Stepford Wives ,2004.0,5.2,Frank Oz
265086,Black Hawk Down ,2001.0,7.7,Ridley Scott
1790886,The Campaign ,2012.0,6.2,Jay Roach
119116,The Fifth Element ,1997.0,7.7,Luc Besson
1261945,Sex and the City 2 ,2010.0,4.3,Michael Patrick King
138749,The Road to El Dorado ,2000.0,6.9,Bibo Bergeron
1667889,Ice Age: Continental Drift ,2012.0,6.6,Steve Martino
266543,Finding Nemo ,2003.0,8.2,Andrew Stanton
167260,The Lord of the Rings: The Return of the King ,2003.0,8.9,Peter Jackson
167261,The Lord of the Rings: The Two Towers ,2002.0,8.7,Peter Jackson
1121096,Seventh Son ,2014.0,5.5,Sergey Bodrov
146316,Lara Croft: Tomb Raider ,2001.0,5.7,Simon West
2209764,Transcendence ,2014.0,6.3,Wally Pfister
163025,Jurassic Park III ,2001.0,5.9,Joe Johnston
1318514,Rise of the Planet of the Apes ,2011.0,7.6,Rupert Wyatt
416236,The Spiderwick Chronicles ,2008.0,6.6,Mark Waters
1606378,A Good Day to Die Hard ,2013.0,5.3,John Moore
317705,The Incredibles ,2004.0,8.0,Brad Bird
112760,Cutthroat Island ,1995.0,5.6,Renny Harlin
814255,Percy Jackson & the Olympians: The Lightning Thief ,2010.0,5.9,Chris Columbus
119654,Men in Black ,1997.0,7.3,Barry Sonnenfeld
120363,Toy Story 2 ,1999.0,7.9,John Lasseter
477080,Unstoppable ,2010.0,6.8,Tony Scott
266915,Rush Hour 2 ,2001.0,6.6,Brett Ratner
161081,What Lies Beneath ,2000.0,6.6,Robert Zemeckis
844471,Cloudy with a Chance of Meatballs ,2009.0,7.0,Phil Lord
1080016,Ice Age: Dawn of the Dinosaurs ,2009.0,7.0,Carlos Saldanha
359950,The Secret Life of Walter Mitty ,2013.0,7.3,Ben Stiller
160127,Charlie's Angels ,2000.0,5.5,McG
407887,The Departed ,2006.0,8.5,Martin Scorsese
120762,Mulan ,1998.0,7.5,Tony Bancroft
942385,Tropic Thunder ,2008.0,7.0,Ben Stiller
1568346,The Girl with the Dragon Tattoo ,2011.0,7.8,David Fincher
112864,Die Hard with a Vengeance ,1995.0,7.6,John McTiernan
988045,Sherlock Holmes ,2009.0,7.6,Guy Ritchie
230011,Atlantis: The Lost Empire ,2001.0,6.8,Gary Trousdale
2974918,Alvin and the Chipmunks: The Road Chip ,2015.0,5.0,Walt Becker
985699,Valkyrie ,2008.0,7.1,Bryan Singer
960144,You Don't Mess with the Zohan ,2008.0,5.5,Dennis Dugan
2120120,Pixels ,2015.0,5.6,Chris Columbus
212720,A.I. Artificial Intelligence ,2001.0,7.1,Steven Spielberg
338094,The Haunted Mansion ,2003.0,4.9,Rob Minkoff
118884,Contact ,1997.0,7.4,Robert Zemeckis
164052,Hollow Man ,2000.0,5.7,Paul Verhoeven
373926,The Interpreter ,2005.0,6.4,Sydney Pollack
1854564,Percy Jackson: Sea of Monsters ,2013.0,5.9,Thor Freudenthal
325703,Lara Croft Tomb Raider: The Cradle of Life ,2003.0,5.5,Jan de Bont
3110958,Now You See Me 2 ,2016.0,6.9,Jon M. Chu
120053,The Saint ,1997.0,6.2,Phillip Noyce
266987,Spy Game ,2001.0,7.0,Tony Scott
183523,Mission to Mars ,2000.0,5.6,Brian De Palma
1436562,Rio ,2011.0,7.0,Carlos Saldanha
182789,Bicentennial Man ,1999.0,6.8,Chris Columbus
120461,Volcano ,1997.0,5.4,Mick Jackson
118972,The Devil's Own ,1997.0,6.1,Alan J. Pakula
267626,K-19: The Widowmaker ,2002.0,6.7,Kathryn Bigelow
1502712,Fantastic Four ,2015.0,4.3,Josh Trank
352248,Cinderella Man ,2005.0,8.0,Ron Howard
1041804,The Nutcracker in 3D ,2010.0,4.4,Andrey Konchalovskiy
329575,Seabiscuit ,2003.0,7.3,Gary Ross
117998,Twister ,1996.0,6.3,Jan de Bont
162222,Cast Away ,2000.0,7.7,Robert Zemeckis
366548,Happy Feet ,2006.0,6.5,George Miller
372183,The Bourne Supremacy ,2004.0,7.8,Paul Greengrass
118571,Air Force One ,1997.0,6.4,Wolfgang Petersen
240772,Ocean's Eleven ,2001.0,7.8,Steven Soderbergh
1509767,The Three Musketeers ,2011.0,5.8,Paul W.S. Anderson
837562,Hotel Transylvania ,2012.0,7.1,Genndy Tartakovsky
461770,Enchanted ,2007.0,7.1,Kevin Lima
2243973,Hannibal             ,,8.6,
1599348,Safe House ,2012.0,6.8,Daniel Espinosa
211181,102 Dalmatians ,2000.0,4.8,Kevin Lima
471042,Tower Heist ,2011.0,6.2,Brett Ratner
457939,The Holiday ,2006.0,6.9,Nancy Meyers
120660,Enemy of the State ,1998.0,7.3,Tony Scott
1230414,It's Complicated ,2009.0,6.6,Nancy Meyers
496806,Ocean's Thirteen ,2007.0,6.9,Steven Soderbergh
400717,Open Season ,2006.0,6.2,Roger Allers
1840309,Divergent ,2014.0,6.7,Neil Burger
215750,Enemy at the Gates ,2001.0,7.6,Jean-Jacques Annaud
327850,The Rundown ,2003.0,6.7,Peter Berg
107362,Last Action Hero ,1993.0,6.2,John McTiernan
397535,Memoirs of a Geisha ,2005.0,7.3,Rob Marshall
463985,The Fast and the Furious: Tokyo Drift ,2006.0,6.0,Justin Lin
1430607,Arthur Christmas ,2011.0,7.1,Sarah Smith
119643,Meet Joe Black ,1998.0,7.1,Martin Brest
233469,Collateral Damage ,2002.0,5.5,Andrew Davis
78754,All That Jazz ,1979.0,7.8,Bob Fosse
1667353,Mirror Mirror ,2012.0,5.6,Tarsem Singh
446029,Scott Pilgrim vs. the World ,2010.0,7.5,Edgar Wright
298814,The Core ,2003.0,5.4,Jon Amiel
144528,Nutty Professor II: The Klumps ,2000.0,4.3,Peter Segal
267913,Scooby-Doo ,2002.0,4.9,Raja Gosnell
389860,Click ,2006.0,6.4,Frank Coraci
1287468,Cats & Dogs: The Revenge of Kitty Galore ,2010.0,4.3,Brad Peyton
489099,Jumper ,2008.0,6.1,Doug Liman
411477,Hellboy II: The Golden Army ,2008.0,7.0,Guillermo del Toro
443706,Zodiac ,2007.0,7.7,David Fincher
216216,The 6th Day ,2000.0,5.9,Roger Spottiswoode
315327,Bruce Almighty ,2003.0,6.7,Tom Shadyac
1320253,The Expendables ,2010.0,6.5,Sylvester Stallone
117060,Mission: Impossible ,1996.0,7.1,Brian De Palma
1392170,The Hunger Games ,2012.0,7.3,Gary Ross
1411697,The Hangover Part II ,2011.0,6.5,Todd Phillips
103776,Batman Returns ,1992.0,7.0,Tim Burton
327084,Over the Hedge ,2006.0,6.8,Tim Johnson
275847,Lilo & Stitch ,2002.0,7.2,Dean DeBlois
413895,Charlotte's Web ,2006.0,6.4,Gary Winick
120647,Deep Impact ,1998.0,6.1,Mimi Leder
1821694,RED 2 ,2013.0,6.7,Dean Parisot
398165,The Longest Yard ,2005.0,6.4,Peter Segal
1615918,Alvin and the Chipmunks: Chipwrecked ,2011.0,4.4,Mike Mitchell
2191701,Grown Ups 2 ,2013.0,5.4,Dennis Dugan
425061,Get Smart ,2008.0,6.5,Peter Segal
337741,Something's Gotta Give ,2003.0,6.7,Nancy Meyers
1130884,Shutter Island ,2010.0,8.1,Martin Scorsese
369436,Four Christmases ,2008.0,5.6,Seth Gordon
358082,Robots ,2005.0,6.3,Chris Wedge
119094,Face/Off ,1997.0,7.3,John Woo
960731,Bedtime Stories ,2008.0,6.1,Adam Shankman
257044,Road to Perdition ,2002.0,7.7,Sam Mendes
1564367,Just Go with It ,2011.0,6.4,Dennis Dugan
3322312,Daredevil             ,,8.8,
118880,Con Air ,1997.0,6.8,Simon West
1059786,Eagle Eye ,2008.0,6.6,D.J. Caruso
159365,Cold Mountain ,2003.0,7.2,Anthony Minghella
1037705,The Book of Eli ,2010.0,6.9,Albert Hughes
119137,Flubber ,1997.0,5.2,Les Mayfield
171363,The Haunting ,1999.0,4.9,Jan de Bont
117705,Space Jam ,1996.0,6.3,Joe Pytka
383216,The Pink Panther ,2006.0,5.6,Shawn Levy
118883,Conspiracy Theory ,1997.0,6.7,Richard Donner
2713180,Fury ,2014.0,7.6,David Ayer
120828,Six Days Seven Nights ,1998.0,5.7,Ivan Reitman
1302067,Yogi Bear ,2010.0,4.6,Eric Brevig
166813,Spirit: Stallion of the Cimarron ,2002.0,7.0,Kelly Asbury
1222817,Zookeeper ,2011.0,5.2,Frank Coraci
120738,Lost in Space ,1998.0,5.1,Stephen Hopkins
368008,The Manchurian Candidate ,2004.0,6.6,Jonathan Demme
119033,Déjà Vu ,1997.0,7.0,Henry Jaglom
2510894,Hotel Transylvania 2 ,2015.0,6.7,Genndy Tartakovsky
57733,Bewitched             ,,7.6,
120910,Fantasia 2000 ,1999.0,7.3,James Algar
268695,The Time Machine ,2002.0,5.9,Simon Wells
120751,Mighty Joe Young ,1998.0,5.6,Ron Underwood
244244,Swordfish ,2001.0,6.5,Dominic Sena
386140,The Legend of Zorro ,2005.0,5.9,Martin Campbell
